Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,precision_effect,precision_precondition,recall_effect,recall_precondition
sam_with,depot,400,0.1,0.4,4,1.0,0.47,0.17,0.95
sam_without,depot,400,0.1,0.4,4,1.0,0.47,0.4,0.95
rosame,depot,400,0.1,0.4,4,0.6,0.62,0.53,0.68
sam_with,depot,400,0.1,0.6,0,0.8,0.55,0.2,0.88
sam_without,depot,400,0.1,0.6,0,1.0,0.4,0.33,0.88
rosame,depot,400,0.1,0.6,0,0.8,0.77,0.67,0.62
sam_with,depot,400,0.1,0.6,1,0.6,0.71,0.2,0.88
sam_without,depot,400,0.1,0.6,1,1.0,0.4,0.33,0.88
rosame,depot,400,0.1,0.6,1,1.0,0.97,0.8,0.77
sam_with,depot,400,0.1,0.6,2,0.6,0.71,0.2,0.88
sam_without,depot,400,0.1,0.6,2,1.0,0.4,0.33,0.88
rosame,depot,400,0.1,0.6,2,1.0,0.97,0.8,0.77
sam_with,depot,400,0.1,0.6,3,0.6,0.68,0.2,0.88
sam_without,depot,400,0.1,0.6,3,1.0,0.4,0.33,0.88
rosame,depot,400,0.1,0.6,3,1.0,0.92,0.8,0.77
sam_with,depot,400,0.1,0.6,4,0.8,0.37,0.07,0.95
sam_without,depot,400,0.1,0.6,4,1.0,0.27,0.17,0.95
rosame,depot,400,0.1,0.6,4,0.65,0.57,0.67,0.55
sam_with,depot,400,0.1,0.8,0,0.8,0.49,0.17,0.88
sam_without,depot,400,0.1,0.8,0,1.0,0.37,0.27,0.88
rosame,depot,400,0.1,0.8,0,0.58,0.63,0.47,0.49
sam_with,depot,400,0.1,0.8,1,0.6,0.62,0.17,0.88
sam_without,depot,400,0.1,0.8,1,1.0,0.37,0.23,0.88
rosame,depot,400,0.1,0.8,1,0.82,0.64,0.63,0.48
sam_with,depot,400,0.1,0.8,2,0.6,0.65,0.17,0.88
sam_without,depot,400,0.1,0.8,2,1.0,0.37,0.23,0.88
rosame,depot,400,0.1,0.8,2,0.82,0.68,0.63,0.48
sam_with,depot,400,0.1,0.8,3,0.6,0.6,0.17,0.88
sam_without,depot,400,0.1,0.8,3,1.0,0.37,0.23,0.88
rosame,depot,400,0.1,0.8,3,0.72,0.47,0.63,0.36
sam_with,depot,400,0.1,0.8,4,0.6,0.35,0.03,0.95
sam_without,depot,400,0.1,0.8,4,1.0,0.17,0.07,1.0
rosame,depot,400,0.1,0.8,4,0.42,0.44,0.37,0.59
sam_with,depot,400,0.1,1.0,0,0.45,0.27,0.1,0.31
sam_without,depot,400,0.1,1.0,0,0.55,0.21,0.23,0.44
rosame,depot,400,0.1,1.0,0,0.41,0.27,0.43,0.32
sam_with,depot,400,0.1,1.0,1,0.25,0.45,0.1,0.31
sam_without,depot,400,0.1,1.0,1,0.55,0.22,0.23,0.45
rosame,depot,400,0.1,1.0,1,0.38,0.1,0.27,0.1
sam_with,depot,400,0.1,1.0,2,0.25,0.37,0.1,0.26
sam_without,depot,400,0.1,1.0,2,0.53,0.19,0.2,0.4
rosame,depot,400,0.1,1.0,2,0.32,0.07,0.27,0.05
sam_with,depot,400,0.1,1.0,3,0.2,0.32,0.07,0.19
sam_without,depot,400,0.1,1.0,3,0.55,0.19,0.23,0.4
rosame,depot,400,0.1,1.0,3,0.48,0.08,0.37,0.1
sam_with,depot,400,0.1,1.0,4,0.45,0.24,0.03,0.53
sam_without,depot,400,0.1,1.0,4,0.44,0.17,0.03,0.53
rosame,depot,400,0.1,1.0,4,0.18,0.0,0.17,0.0
sam_with,depot,400,0.2,0.2,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.2,0.2,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.2,0.2,0,0.8,0.77,0.67,0.68
sam_with,depot,400,0.2,0.2,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.2,0.2,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.2,0.2,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.2,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.2,0.2,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.2,0.2,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.2,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.2,0.2,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.2,0.2,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.2,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.2,0.2,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.2,0.2,4,0.57,0.64,0.6,0.58
sam_with,depot,400,0.2,0.4,0,1.0,0.77,0.43,0.88
sam_without,depot,400,0.2,0.4,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.2,0.4,0,0.82,0.86,0.8,0.88
sam_with,depot,400,0.2,0.4,1,0.8,0.93,0.43,0.88
sam_without,depot,400,0.2,0.4,1,1.0,0.93,0.8,0.88
rosame,depot,400,0.2,0.4,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.4,2,1.0,0.93,0.6,0.88
sam_without,depot,400,0.2,0.4,2,1.0,0.93,0.8,0.88
rosame,depot,400,0.2,0.4,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.4,3,1.0,0.93,0.57,0.88
sam_without,depot,400,0.2,0.4,3,1.0,0.93,0.8,0.88
rosame,depot,400,0.2,0.4,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.2,0.4,4,1.0,0.52,0.27,0.95
sam_without,depot,400,0.2,0.4,4,1.0,0.52,0.5,0.95
rosame,depot,400,0.2,0.4,4,0.7,0.77,0.73,0.88
sam_with,depot,400,0.2,0.6,0,1.0,0.7,0.37,0.88
sam_without,depot,400,0.2,0.6,0,1.0,0.7,0.6,0.88
rosame,depot,400,0.2,0.6,0,0.8,0.77,0.67,0.62
sam_with,depot,400,0.2,0.6,1,0.8,0.93,0.4,0.88
sam_without,depot,400,0.2,0.6,1,1.0,0.93,0.73,0.88
rosame,depot,400,0.2,0.6,1,1.0,0.97,0.8,0.77
sam_with,depot,400,0.2,0.6,2,0.8,0.93,0.4,0.88
sam_without,depot,400,0.2,0.6,2,1.0,0.77,0.67,0.88
rosame,depot,400,0.2,0.6,2,1.0,0.97,0.8,0.72
sam_with,depot,400,0.2,0.6,3,1.0,0.86,0.53,0.88
sam_without,depot,400,0.2,0.6,3,1.0,0.86,0.8,0.88
rosame,depot,400,0.2,0.6,3,1.0,0.92,0.8,0.77
sam_with,depot,400,0.2,0.6,4,1.0,0.52,0.23,0.95
sam_without,depot,400,0.2,0.6,4,1.0,0.52,0.5,0.95
rosame,depot,400,0.2,0.6,4,0.6,0.63,0.53,0.68
sam_with,depot,400,0.2,0.8,0,1.0,0.65,0.3,0.88
sam_without,depot,400,0.2,0.8,0,1.0,0.6,0.53,0.88
rosame,depot,400,0.2,0.8,0,0.51,0.38,0.47,0.27
sam_with,depot,400,0.2,0.8,1,0.8,0.81,0.3,0.88
sam_without,depot,400,0.2,0.8,1,1.0,0.6,0.53,0.88
rosame,depot,400,0.2,0.8,1,0.82,0.68,0.63,0.48
sam_with,depot,400,0.2,0.8,2,0.8,0.81,0.3,0.88
sam_without,depot,400,0.2,0.8,2,1.0,0.6,0.53,0.88
rosame,depot,400,0.2,0.8,2,0.82,0.68,0.63,0.48
sam_with,depot,400,0.2,0.8,3,0.8,0.78,0.3,0.88
sam_without,depot,400,0.2,0.8,3,1.0,0.6,0.53,0.88
rosame,depot,400,0.2,0.8,3,0.82,0.4,0.63,0.31
sam_with,depot,400,0.2,0.8,4,1.0,0.47,0.17,0.95
sam_without,depot,400,0.2,0.8,4,1.0,0.47,0.4,0.95
rosame,depot,400,0.2,0.8,4,0.42,0.29,0.37,0.26
sam_with,depot,400,0.2,1.0,0,0.65,0.0,0.13,0.2
sam_without,depot,400,0.2,1.0,0,0.58,0.19,0.33,0.37
rosame,depot,400,0.2,1.0,0,0.36,0.17,0.3,0.12
sam_with,depot,400,0.2,1.0,1,0.45,0.15,0.13,0.15
sam_without,depot,400,0.2,1.0,1,0.58,0.24,0.33,0.44
rosame,depot,400,0.2,1.0,1,0.38,0.1,0.27,0.1
sam_with,depot,400,0.2,1.0,2,0.45,0.15,0.13,0.15
sam_without,depot,400,0.2,1.0,2,0.58,0.24,0.33,0.44
rosame,depot,400,0.2,1.0,2,0.22,0.13,0.17,0.12
sam_with,depot,400,0.2,1.0,3,0.45,0.15,0.13,0.15
sam_without,depot,400,0.2,1.0,3,0.48,0.19,0.33,0.37
rosame,depot,400,0.2,1.0,3,0.48,0.08,0.37,0.1
sam_with,depot,400,0.2,1.0,4,0.65,0.0,0.07,0.4
sam_without,depot,400,0.2,1.0,4,0.55,0.19,0.2,0.57
rosame,depot,400,0.2,1.0,4,0.24,0.16,0.3,0.33
sam_with,depot,400,0.3,0.2,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.3,0.2,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.3,0.2,0,0.85,0.87,0.8,0.88
sam_with,depot,400,0.3,0.2,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.2,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.2,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.2,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.2,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.2,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.2,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.2,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.2,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.2,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.3,0.2,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.3,0.2,4,0.63,0.57,0.6,0.55
sam_with,depot,400,0.3,0.4,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.3,0.4,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.3,0.4,0,0.8,0.88,0.67,0.88
sam_with,depot,400,0.3,0.4,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.4,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.4,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.4,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.4,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.4,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.4,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.3,0.4,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.3,0.4,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.3,0.4,4,1.0,0.57,0.5,0.95
sam_without,depot,400,0.3,0.4,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.3,0.4,4,0.6,0.62,0.53,0.68
sam_with,depot,400,0.3,0.6,0,1.0,0.77,0.43,0.88
sam_without,depot,400,0.3,0.6,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.3,0.6,0,1.0,0.97,0.8,0.72
sam_with,depot,400,0.3,0.6,1,0.8,0.93,0.43,0.88
sam_without,depot,400,0.3,0.6,1,1.0,0.93,0.8,0.88
rosame,depot,400,0.3,0.6,1,1.0,0.97,0.8,0.77
sam_with,depot,400,0.3,0.6,2,1.0,0.93,0.6,0.88
sam_without,depot,400,0.3,0.6,2,1.0,0.93,0.8,0.88
rosame,depot,400,0.3,0.6,2,1.0,0.97,0.8,0.77
sam_with,depot,400,0.3,0.6,3,1.0,0.93,0.57,0.88
sam_without,depot,400,0.3,0.6,3,1.0,0.93,0.8,0.88
rosame,depot,400,0.3,0.6,3,1.0,0.92,0.8,0.77
sam_with,depot,400,0.3,0.6,4,1.0,0.52,0.27,0.95
sam_without,depot,400,0.3,0.6,4,1.0,0.52,0.5,0.95
rosame,depot,400,0.3,0.6,4,0.65,0.77,0.67,0.6
sam_with,depot,400,0.3,0.8,0,0.8,0.5,0.33,0.36
sam_without,depot,400,0.3,0.8,0,0.72,0.41,0.6,0.68
rosame,depot,400,0.3,0.8,0,0.58,0.53,0.47,0.29
sam_with,depot,400,0.3,0.8,1,0.6,0.75,0.37,0.31
sam_without,depot,400,0.3,0.8,1,0.72,0.69,0.73,0.68
rosame,depot,400,0.3,0.8,1,0.72,0.67,0.57,0.43
sam_with,depot,400,0.3,0.8,2,0.6,0.55,0.37,0.26
sam_without,depot,400,0.3,0.8,2,0.72,0.51,0.67,0.68
rosame,depot,400,0.3,0.8,2,0.82,0.68,0.63,0.48
sam_with,depot,400,0.3,0.8,3,0.8,0.35,0.5,0.19
sam_without,depot,400,0.3,0.8,3,0.72,0.56,0.8,0.63
rosame,depot,400,0.3,0.8,3,0.82,0.43,0.63,0.36
sam_with,depot,400,0.3,0.8,4,0.8,0.3,0.23,0.53
sam_without,depot,400,0.3,0.8,4,0.71,0.35,0.5,0.9
rosame,depot,400,0.3,0.8,4,0.52,0.39,0.63,0.46
sam_with,depot,400,0.3,1.0,0,0.52,0.0,0.13,0.2
sam_without,depot,400,0.3,1.0,0,0.58,0.29,0.53,0.57
rosame,depot,400,0.3,1.0,0,0.36,0.3,0.3,0.37
sam_with,depot,400,0.3,1.0,1,0.32,0.13,0.13,0.1
sam_without,depot,400,0.3,1.0,1,0.48,0.42,0.6,0.47
rosame,depot,400,0.3,1.0,1,0.38,0.1,0.27,0.1
sam_with,depot,400,0.3,1.0,2,0.22,0.15,0.13,0.15
sam_without,depot,400,0.3,1.0,2,0.58,0.29,0.53,0.57
rosame,depot,400,0.3,1.0,2,0.22,0.13,0.17,0.12
sam_with,depot,400,0.3,1.0,3,0.61,0.15,0.3,0.15
sam_without,depot,400,0.3,1.0,3,0.58,0.44,0.6,0.52
rosame,depot,400,0.3,1.0,3,0.48,0.08,0.37,0.1
sam_with,depot,400,0.3,1.0,4,0.57,0.0,0.13,0.4
sam_without,depot,400,0.3,1.0,4,0.66,0.29,0.43,0.77
rosame,depot,400,0.3,1.0,4,0.22,0.3,0.23,0.27
sam_with,depot,400,0.4,0.2,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.4,0.2,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.4,0.2,0,0.8,0.77,0.67,0.68
sam_with,depot,400,0.4,0.2,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.2,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.2,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.2,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.2,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.2,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.2,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.2,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.2,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.2,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.4,0.2,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.4,0.2,4,0.65,0.67,0.67,0.75
sam_with,depot,400,0.4,0.4,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.4,0.4,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.4,0.4,0,0.8,0.87,0.67,0.88
sam_with,depot,400,0.4,0.4,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.4,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.4,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.4,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.4,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.4,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.4,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.4,0.4,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.4,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.4,0.4,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.4,0.4,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.4,0.4,4,0.65,0.67,0.67,0.75
sam_with,depot,400,0.4,0.6,0,1.0,0.77,0.47,0.88
sam_without,depot,400,0.4,0.6,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.4,0.6,0,0.8,0.77,0.67,0.62
sam_with,depot,400,0.4,0.6,1,1.0,0.97,0.6,0.88
sam_without,depot,400,0.4,0.6,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.6,1,1.0,0.97,0.8,0.77
sam_with,depot,400,0.4,0.6,2,1.0,0.97,0.67,0.88
sam_without,depot,400,0.4,0.6,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.6,2,1.0,0.97,0.8,0.77
sam_with,depot,400,0.4,0.6,3,1.0,0.97,0.67,0.88
sam_without,depot,400,0.4,0.6,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.4,0.6,3,1.0,0.92,0.8,0.77
sam_with,depot,400,0.4,0.6,4,1.0,0.57,0.37,0.95
sam_without,depot,400,0.4,0.6,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.4,0.6,4,0.6,0.82,0.53,0.73
sam_with,depot,400,0.4,0.8,0,0.75,0.1,0.37,0.25
sam_without,depot,400,0.4,0.8,0,0.63,0.3,0.67,0.61
rosame,depot,400,0.4,0.8,0,0.63,0.63,0.6,0.34
sam_with,depot,400,0.4,0.8,1,0.63,0.35,0.4,0.19
sam_without,depot,400,0.4,0.8,1,0.63,0.45,0.8,0.56
rosame,depot,400,0.4,0.8,1,0.82,0.68,0.63,0.48
sam_with,depot,400,0.4,0.8,2,0.78,0.45,0.53,0.24
sam_without,depot,400,0.4,0.8,2,0.63,0.45,0.8,0.56
rosame,depot,400,0.4,0.8,2,0.82,0.68,0.63,0.48
sam_with,depot,400,0.4,0.8,3,0.77,0.35,0.5,0.19
sam_without,depot,400,0.4,0.8,3,0.63,0.45,0.8,0.56
rosame,depot,400,0.4,0.8,3,0.82,0.43,0.63,0.36
sam_with,depot,400,0.4,0.8,4,0.8,0.2,0.23,0.44
sam_without,depot,400,0.4,0.8,4,0.69,0.3,0.5,0.81
rosame,depot,400,0.4,0.8,4,0.42,0.44,0.37,0.59
sam_with,depot,400,0.4,1.0,0,0.65,0.07,0.27,0.25
sam_without,depot,400,0.4,1.0,0,0.57,0.3,0.6,0.61
rosame,depot,400,0.4,1.0,0,0.36,0.17,0.3,0.12
sam_with,depot,400,0.4,1.0,1,0.32,0.1,0.2,0.05
sam_without,depot,400,0.4,1.0,1,0.47,0.43,0.73,0.51
rosame,depot,400,0.4,1.0,1,0.38,0.1,0.27,0.1
sam_with,depot,400,0.4,1.0,2,0.12,0.15,0.07,0.15
sam_without,depot,400,0.4,1.0,2,0.6,0.3,0.67,0.61
rosame,depot,400,0.4,1.0,2,0.22,0.07,0.17,0.05
sam_with,depot,400,0.4,1.0,3,0.59,0.15,0.37,0.15
sam_without,depot,400,0.4,1.0,3,0.6,0.45,0.8,0.56
rosame,depot,400,0.4,1.0,3,0.48,0.08,0.37,0.1
sam_with,depot,400,0.4,1.0,4,0.62,0.0,0.17,0.4
sam_without,depot,400,0.4,1.0,4,0.69,0.3,0.5,0.81
rosame,depot,400,0.4,1.0,4,0.23,0.1,0.3,0.2
sam_with,depot,400,0.5,0.2,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.5,0.2,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.5,0.2,0,0.8,0.77,0.67,0.68
sam_with,depot,400,0.5,0.2,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.2,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.2,1,1.0,0.97,0.8,0.88
sam_with,depot,400,0.5,0.2,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.2,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.2,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.5,0.2,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.2,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.2,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.5,0.2,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.5,0.2,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.5,0.2,4,0.6,0.62,0.53,0.68
sam_with,depot,400,0.5,0.4,0,1.0,0.77,0.67,0.88
sam_without,depot,400,0.5,0.4,0,1.0,0.77,0.67,0.88
rosame,depot,400,0.5,0.4,0,0.85,0.87,0.8,0.88
sam_with,depot,400,0.5,0.4,1,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.4,1,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.4,1,0.88,0.97,0.8,0.72
sam_with,depot,400,0.5,0.4,2,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.4,2,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.4,2,1.0,0.97,0.8,0.88
sam_with,depot,400,0.5,0.4,3,1.0,0.97,0.8,0.88
sam_without,depot,400,0.5,0.4,3,1.0,0.97,0.8,0.88
rosame,depot,400,0.5,0.4,3,1.0,0.97,0.8,0.88
sam_with,depot,400,0.5,0.4,4,1.0,0.57,0.53,0.95
sam_without,depot,400,0.5,0.4,4,1.0,0.57,0.53,0.95
rosame,depot,400,0.5,0.4,4,0.65,0.67,0.6,0.73
sam_with,depot,400,0.5,0.6,0,1.0,0.6,0.67,0.61
sam_without,depot,400,0.5,0.6,0,0.7,0.3,0.67,0.61
rosame,depot,400,0.5,0.6,0,0.85,0.87,0.8,0.82
sam_with,depot,400,0.5,0.6,1,1.0,0.8,0.8,0.56
sam_without,depot,400,0.5,0.6,1,0.7,0.5,0.8,0.56
rosame,depot,400,0.5,0.6,1,0.94,0.97,0.8,0.67
sam_with,depot,400,0.5,0.6,2,1.0,0.8,0.8,0.56
sam_without,depot,400,0.5,0.6,2,0.7,0.5,0.8,0.56
rosame,depot,400,0.5,0.6,2,0.97,0.97,0.8,0.72
sam_with,depot,400,0.5,0.6,3,1.0,0.8,0.8,0.56
sam_without,depot,400,0.5,0.6,3,0.63,0.5,0.8,0.56
rosame,depot,400,0.5,0.6,3,1.0,0.92,0.8,0.77
sam_with,depot,400,0.5,0.6,4,1.0,0.6,0.53,0.81
sam_without,depot,400,0.5,0.6,4,0.7,0.3,0.53,0.81
rosame,depot,400,0.5,0.6,4,0.6,0.57,0.53,0.55
sam_with,depot,400,0.5,0.8,0,0.7,0.27,0.4,0.29
sam_without,depot,400,0.5,0.8,0,0.6,0.3,0.67,0.61
rosame,depot,400,0.5,0.8,0,0.63,0.63,0.6,0.49
sam_with,depot,400,0.5,0.8,1,0.62,0.5,0.5,0.22
sam_without,depot,400,0.5,0.8,1,0.5,0.5,0.8,0.56
rosame,depot,400,0.5,0.8,1,0.79,0.68,0.63,0.48
sam_with,depot,400,0.5,0.8,2,0.58,0.42,0.47,0.32
sam_without,depot,400,0.5,0.8,2,0.6,0.45,0.8,0.56
rosame,depot,400,0.5,0.8,2,0.72,0.67,0.57,0.43
sam_with,depot,400,0.5,0.8,3,0.78,0.47,0.6,0.32
sam_without,depot,400,0.5,0.8,3,0.6,0.5,0.8,0.56
rosame,depot,400,0.5,0.8,3,0.82,0.43,0.63,0.36
sam_with,depot,400,0.5,0.8,4,0.74,0.27,0.3,0.53
sam_without,depot,400,0.5,0.8,4,0.7,0.3,0.53,0.81
rosame,depot,400,0.5,0.8,4,0.47,0.39,0.5,0.46
sam_with,depot,400,0.5,1.0,0,0.58,0.04,0.3,0.25
sam_without,depot,400,0.5,1.0,0,0.6,0.3,0.67,0.61
rosame,depot,400,0.5,1.0,0,0.36,0.2,0.3,0.17
sam_with,depot,400,0.5,1.0,1,0.36,0.3,0.27,0.09
sam_without,depot,400,0.5,1.0,1,0.5,0.45,0.8,0.56
rosame,depot,400,0.5,1.0,1,0.36,0.3,0.27,0.14
sam_with,depot,400,0.5,1.0,2,0.4,0.42,0.3,0.24
sam_without,depot,400,0.5,1.0,2,0.6,0.45,0.8,0.56
rosame,depot,400,0.5,1.0,2,0.22,0.12,0.17,0.12
sam_with,depot,400,0.5,1.0,3,0.58,0.33,0.43,0.14
sam_without,depot,400,0.5,1.0,3,0.6,0.43,0.8,0.51
rosame,depot,400,0.5,1.0,3,0.48,0.08,0.37,0.1
sam_with,depot,400,0.5,1.0,4,0.63,0.2,0.2,0.44
sam_without,depot,400,0.5,1.0,4,0.69,0.3,0.5,0.81
rosame,depot,400,0.5,1.0,4,0.23,0.0,0.3,0.0
