Algorithm,Domain,Num. Of Traces,Threshold,Epsilon,Fold,Unobserved_actions,precision_effect,precision_precondition,recall_effect,recall_precondition
rosame,driverlog,300,0.2,0.4,4,0,1,0.79,1,1
sam_with,driverlog,300,0.2,0.6,0,0,1,0.9,0.81,1
sam_without,driverlog,300,0.2,0.6,0,0,1,0.9,1,1
rosame,driverlog,300,0.2,0.6,0,0,1,0.79,1,1
sam_with,driverlog,300,0.2,0.6,1,0,1,0.9,0.83,1
sam_without,driverlog,300,0.2,0.6,1,0,1,0.9,0.94,1
rosame,driverlog,300,0.2,0.6,1,0,0.94,0.9,1,0.92
sam_with,driverlog,300,0.2,0.6,2,0,1,0.85,0.86,1
sam_without,driverlog,300,0.2,0.6,2,0,1,0.85,1,1
rosame,driverlog,300,0.2,0.6,2,0,1,0.79,1,1
sam_with,driverlog,300,0.2,0.6,3,0,1,0.86,0.75,1
sam_without,driverlog,300,0.2,0.6,3,0,1,0.86,0.89,1
rosame,driverlog,300,0.2,0.6,3,0,1,0.78,1,0.94
sam_with,driverlog,300,0.2,0.6,4,0,1,0.88,0.83,1
sam_without,driverlog,300,0.2,0.6,4,0,1,0.88,1,1
rosame,driverlog,300,0.2,0.6,4,0,1,0.79,1,1
sam_with,driverlog,300,0.2,0.8,0,0,1,0.85,0.86,1
sam_without,driverlog,300,0.2,0.8,0,0,1,0.85,1,1
rosame,driverlog,300,0.2,0.8,0,0,1,0.94,1,0.89
sam_with,driverlog,300,0.2,0.8,1,0,1,0.88,0.81,1
sam_without,driverlog,300,0.2,0.8,1,0,1,0.88,0.94,1
rosame,driverlog,300,0.2,0.8,1,0,0.86,0.94,0.86,0.72
sam_with,driverlog,300,0.2,0.8,2,0,1,0.85,0.86,1
sam_without,driverlog,300,0.2,0.8,2,0,1,0.85,1,1
rosame,driverlog,300,0.2,0.8,2,0,1,0.89,1,0.81
sam_with,driverlog,300,0.2,0.8,3,0,1,0.86,0.67,1
sam_without,driverlog,300,0.2,0.8,3,0,1,0.86,0.89,1
rosame,driverlog,300,0.2,0.8,3,0,0.89,0.64,0.89,0.5
sam_with,driverlog,300,0.2,0.8,4,0,1,0.84,0.75,1
sam_without,driverlog,300,0.2,0.8,4,0,1,0.84,0.89,1
rosame,driverlog,300,0.2,0.8,4,0,1,0.83,1,0.89
sam_with,driverlog,300,0.2,1,0,0,0.28,0.17,0.19,0.17
sam_without,driverlog,300,0.2,1,0,0,0.58,0.6,1,0.56
rosame,driverlog,300,0.2,1,0,0,0.44,0.08,0.44,0.06
sam_with,driverlog,300,0.2,1,1,0,0.28,0.42,0.19,0.22
sam_without,driverlog,300,0.2,1,1,0,0.54,0.64,0.94,0.58
rosame,driverlog,300,0.2,1,1,0,0.42,0.25,0.42,0.11
sam_with,driverlog,300,0.2,1,2,0,0.5,0.28,0.31,0.17
sam_without,driverlog,300,0.2,1,2,0,0.56,0.5,1,0.5
rosame,driverlog,300,0.2,1,2,0,0.56,0.28,0.56,0.17
sam_with,driverlog,300,0.2,1,3,0,0.25,0.11,0.14,0.11
sam_without,driverlog,300,0.2,1,3,0,0.53,0.44,0.89,0.42
rosame,driverlog,300,0.2,1,3,0,0.53,0.25,0.53,0.11
sam_with,driverlog,300,0.2,1,4,0,0.67,0.29,0.42,0.28
sam_without,driverlog,300,0.2,1,4,0,0.61,0.57,0.83,0.58
rosame,driverlog,300,0.2,1,4,0,0.69,0.5,0.69,0.22
sam_with,driverlog,300,0.3,0.2,0,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.2,0,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.2,0,0,1,0.85,1,1
sam_with,driverlog,300,0.3,0.2,1,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.2,1,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.2,1,0,1,0.9,1,1
sam_with,driverlog,300,0.3,0.2,2,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.2,2,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.2,2,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.2,3,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.2,3,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.2,3,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.2,4,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.2,4,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.2,4,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.4,0,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.4,0,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.4,0,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.4,1,0,1,0.9,0.94,1
sam_without,driverlog,300,0.3,0.4,1,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.4,1,0,1,0.9,1,1
sam_with,driverlog,300,0.3,0.4,2,0,1,0.9,0.94,1
sam_without,driverlog,300,0.3,0.4,2,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.4,2,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.4,3,0,1,0.9,0.94,1
sam_without,driverlog,300,0.3,0.4,3,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.4,3,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.4,4,0,1,0.9,1,1
sam_without,driverlog,300,0.3,0.4,4,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.4,4,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.6,0,0,1,0.9,0.89,1
sam_without,driverlog,300,0.3,0.6,0,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.6,0,0,1,0.85,1,1
sam_with,driverlog,300,0.3,0.6,1,0,1,0.9,0.89,1
sam_without,driverlog,300,0.3,0.6,1,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.6,1,0,1,0.9,1,1
sam_with,driverlog,300,0.3,0.6,2,0,1,0.85,0.94,1
sam_without,driverlog,300,0.3,0.6,2,0,1,0.85,1,1
rosame,driverlog,300,0.3,0.6,2,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.6,3,0,1,0.9,0.89,1
sam_without,driverlog,300,0.3,0.6,3,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.6,3,0,1,0.78,1,0.94
sam_with,driverlog,300,0.3,0.6,4,0,1,0.9,0.81,1
sam_without,driverlog,300,0.3,0.6,4,0,1,0.9,1,1
rosame,driverlog,300,0.3,0.6,4,0,1,0.79,1,1
sam_with,driverlog,300,0.3,0.8,0,0,1,0.67,0.81,0.42
sam_without,driverlog,300,0.3,0.8,0,0,0.58,0.62,1,0.56
rosame,driverlog,300,0.3,0.8,0,0,1,0.94,1,0.89
sam_with,driverlog,300,0.3,0.8,1,0,0.94,0.83,0.67,0.36
sam_without,driverlog,300,0.3,0.8,1,0,0.54,0.64,0.94,0.58
rosame,driverlog,300,0.3,0.8,1,0,0.86,0.94,0.86,0.72
sam_with,driverlog,300,0.3,0.8,2,0,1,0.67,0.72,0.42
sam_without,driverlog,300,0.3,0.8,2,0,0.56,0.53,1,0.58
rosame,driverlog,300,0.3,0.8,2,0,1,0.89,1,0.75
sam_with,driverlog,300,0.3,0.8,3,0,0.92,0.28,0.53,0.19
sam_without,driverlog,300,0.3,0.8,3,0,0.53,0.44,0.89,0.42
rosame,driverlog,300,0.3,0.8,3,0,0.89,0.64,0.89,0.5
sam_with,driverlog,300,0.3,0.8,4,0,1,0.75,0.81,0.58
sam_without,driverlog,300,0.3,0.8,4,0,0.65,0.69,1,0.72
rosame,driverlog,300,0.3,0.8,4,0,1,0.89,1,0.89
sam_with,driverlog,300,0.3,1,0,0,0.33,0,0.17,0
sam_without,driverlog,300,0.3,1,0,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.3,1,0,0,0.44,0.08,0.44,0.06
sam_with,driverlog,300,0.3,1,1,0,0.28,0,0.19,0
sam_without,driverlog,300,0.3,1,1,0,0.48,0.44,0.94,0.42
rosame,driverlog,300,0.3,1,1,0,0.42,0.25,0.42,0.11
sam_with,driverlog,300,0.3,1,2,0,0.5,0.25,0.36,0.11
sam_without,driverlog,300,0.3,1,2,0,0.52,0.5,1,0.5
rosame,driverlog,300,0.3,1,2,0,0.56,0.28,0.56,0.17
sam_with,driverlog,300,0.3,1,3,0,0.5,0,0.25,0
sam_without,driverlog,300,0.3,1,3,0,0.47,0.44,0.89,0.42
rosame,driverlog,300,0.3,1,3,0,0.53,0.25,0.53,0.11
sam_with,driverlog,300,0.3,1,4,0,0.61,0.08,0.42,0.06
sam_without,driverlog,300,0.3,1,4,0,0.53,0.42,0.89,0.42
rosame,driverlog,300,0.3,1,4,0,0.69,0.5,0.69,0.22
sam_with,driverlog,300,0.4,0.2,0,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.2,0,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.2,0,0,1,0.85,1,1
sam_with,driverlog,300,0.4,0.2,1,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.2,1,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.2,1,0,1,0.9,1,1
sam_with,driverlog,300,0.4,0.2,2,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.2,2,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.2,2,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.2,3,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.2,3,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.2,3,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.2,4,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.2,4,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.2,4,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.4,0,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.4,0,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.4,0,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.4,1,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.4,1,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.4,1,0,1,0.9,1,1
sam_with,driverlog,300,0.4,0.4,2,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.4,2,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.4,2,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.4,3,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.4,3,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.4,3,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.4,4,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.4,4,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.4,4,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.6,0,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.6,0,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.6,0,0,1,0.9,1,1
sam_with,driverlog,300,0.4,0.6,1,0,1,0.9,0.94,1
sam_without,driverlog,300,0.4,0.6,1,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.6,1,0,1,0.9,1,1
sam_with,driverlog,300,0.4,0.6,2,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.6,2,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.6,2,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.6,3,0,1,0.9,0.94,1
sam_without,driverlog,300,0.4,0.6,3,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.6,3,0,1,0.78,1,0.94
sam_with,driverlog,300,0.4,0.6,4,0,1,0.9,1,1
sam_without,driverlog,300,0.4,0.6,4,0,1,0.9,1,1
rosame,driverlog,300,0.4,0.6,4,0,1,0.79,1,1
sam_with,driverlog,300,0.4,0.8,0,0,1,0.67,0.75,0.31
sam_without,driverlog,300,0.4,0.8,0,0,0.52,0.53,1,0.5
rosame,driverlog,300,0.4,0.8,0,0,1,0.94,1,0.89
sam_with,driverlog,300,0.4,0.8,1,0,0.78,0.75,0.61,0.36
sam_without,driverlog,300,0.4,0.8,1,0,0.56,0.61,1,0.58
rosame,driverlog,300,0.4,0.8,1,0,0.86,0.94,0.86,0.72
sam_with,driverlog,300,0.4,0.8,2,0,0.92,0.44,0.67,0.25
sam_without,driverlog,300,0.4,0.8,2,0,0.56,0.53,1,0.5
rosame,driverlog,300,0.4,0.8,2,0,1,0.89,1,0.75
sam_with,driverlog,300,0.4,0.8,3,0,0.78,0.75,0.78,0.36
sam_without,driverlog,300,0.4,0.8,3,0,0.53,0.53,1,0.5
rosame,driverlog,300,0.4,0.8,3,0,0.89,0.64,0.89,0.5
sam_with,driverlog,300,0.4,0.8,4,0,1,0.78,0.81,0.42
sam_without,driverlog,300,0.4,0.8,4,0,0.62,0.67,1,0.56
rosame,driverlog,300,0.4,0.8,4,0,1,0.86,1,0.83
sam_with,driverlog,300,0.4,1,0,0,0.56,0.17,0.36,0.06
sam_without,driverlog,300,0.4,1,0,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.4,1,0,0,0.44,0.08,0.44,0.06
sam_with,driverlog,300,0.4,1,1,0,0.42,0.08,0.31,0.08
sam_without,driverlog,300,0.4,1,1,0,0.48,0.44,0.94,0.42
rosame,driverlog,300,0.4,1,1,0,0.4,0.25,0.42,0.11
sam_with,driverlog,300,0.4,1,2,0,0.47,0.25,0.39,0.11
sam_without,driverlog,300,0.4,1,2,0,0.52,0.5,1,0.5
rosame,driverlog,300,0.4,1,2,0,0.56,0.28,0.56,0.17
sam_with,driverlog,300,0.4,1,3,0,0.56,0.17,0.39,0.08
sam_without,driverlog,300,0.4,1,3,0,0.47,0.44,0.89,0.42
rosame,driverlog,300,0.4,1,3,0,0.53,0.25,0.53,0.11
sam_with,driverlog,300,0.4,1,4,0,0.58,0.33,0.39,0.17
sam_without,driverlog,300,0.4,1,4,0,0.52,0.5,1,0.5
rosame,driverlog,300,0.4,1,4,0,0.69,0.5,0.69,0.22
sam_with,driverlog,300,0.5,0.2,0,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.2,0,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.2,0,0,1,0.85,1,1
sam_with,driverlog,300,0.5,0.2,1,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.2,1,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.2,1,0,0.96,0.9,1,0.92
sam_with,driverlog,300,0.5,0.2,2,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.2,2,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.2,2,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.2,3,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.2,3,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.2,3,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.2,4,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.2,4,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.2,4,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.4,0,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.4,0,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.4,0,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.4,1,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.4,1,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.4,1,0,1,0.9,1,1
sam_with,driverlog,300,0.5,0.4,2,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.4,2,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.4,2,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.4,3,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.4,3,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.4,3,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.4,4,0,1,0.9,1,1
sam_without,driverlog,300,0.5,0.4,4,0,1,0.9,1,1
rosame,driverlog,300,0.5,0.4,4,0,1,0.79,1,1
sam_with,driverlog,300,0.5,0.6,0,0,1,1,1,0.5
sam_without,driverlog,300,0.5,0.6,0,0,0.58,0.61,1,0.5
rosame,driverlog,300,0.5,0.6,0,0,0.96,0.85,1,0.92
sam_with,driverlog,300,0.5,0.6,1,0,1,1,1,0.58
sam_without,driverlog,300,0.5,0.6,1,0,0.56,0.61,1,0.58
rosame,driverlog,300,0.5,0.6,1,0,1,0.9,1,1
sam_with,driverlog,300,0.5,0.6,2,0,1,1,1,0.5
sam_without,driverlog,300,0.5,0.6,2,0,0.56,0.53,1,0.5
rosame,driverlog,300,0.5,0.6,2,0,0.92,0.83,1,0.89
sam_with,driverlog,300,0.5,0.6,3,0,1,1,1,0.5
sam_without,driverlog,300,0.5,0.6,3,0,0.56,0.53,1,0.5
rosame,driverlog,300,0.5,0.6,3,0,0.92,0.83,1,0.94
sam_with,driverlog,300,0.5,0.6,4,0,1,0.94,1,0.64
sam_without,driverlog,300,0.5,0.6,4,0,0.65,0.69,1,0.64
rosame,driverlog,300,0.5,0.6,4,0,1,0.79,0.92,1
sam_with,driverlog,300,0.5,0.8,0,0,1,1,0.94,0.5
sam_without,driverlog,300,0.5,0.8,0,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,0.8,0,0,1,0.89,1,0.89
sam_with,driverlog,300,0.5,0.8,1,0,0.72,0.53,0.72,0.33
sam_without,driverlog,300,0.5,0.8,1,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,0.8,1,0,0.86,0.78,0.86,0.64
sam_with,driverlog,300,0.5,0.8,2,0,0.94,0.78,0.89,0.42
sam_without,driverlog,300,0.5,0.8,2,0,0.52,0.5,1,0.5
rosame,driverlog,300,0.5,0.8,2,0,1,0.83,1,0.75
sam_with,driverlog,300,0.5,0.8,3,0,0.89,0.78,0.89,0.42
sam_without,driverlog,300,0.5,0.8,3,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,0.8,3,0,0.89,0.64,0.89,0.5
sam_with,driverlog,300,0.5,0.8,4,0,1,0.92,1,0.5
sam_without,driverlog,300,0.5,0.8,4,0,0.56,0.58,1,0.5
rosame,driverlog,300,0.5,0.8,4,0,1,0.89,1,0.89
sam_with,driverlog,300,0.5,1,0,0,0.56,0.42,0.47,0.22
sam_without,driverlog,300,0.5,1,0,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,1,0,0,0.44,0.08,0.44,0.06
sam_with,driverlog,300,0.5,1,1,0,0.14,0.08,0.14,0.08
sam_without,driverlog,300,0.5,1,1,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,1,1,0,0.42,0.42,0.42,0.19
sam_with,driverlog,300,0.5,1,2,0,0.39,0.42,0.39,0.19
sam_without,driverlog,300,0.5,1,2,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,1,2,0,0.56,0.28,0.56,0.17
sam_with,driverlog,300,0.5,1,3,0,0.5,0.5,0.5,0.22
sam_without,driverlog,300,0.5,1,3,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,1,3,0,0.53,0.25,0.53,0.11
sam_with,driverlog,300,0.5,1,4,0,0.58,0.42,0.56,0.22
sam_without,driverlog,300,0.5,1,4,0,0.5,0.5,1,0.5
rosame,driverlog,300,0.5,1,4,0,0.69,0.5,0.69,0.22
sam_with,driverlog,400,0.1,0.2,0,0,1,0.9,0.89,1
sam_without,driverlog,400,0.1,0.2,0,0,1,0.9,1,1
rosame,driverlog,400,0.1,0.2,0,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.2,1,0,1,0.9,0.94,1
sam_without,driverlog,400,0.1,0.2,1,0,1,0.9,1,1
rosame,driverlog,400,0.1,0.2,1,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.2,2,0,1,0.9,0.89,1
sam_without,driverlog,400,0.1,0.2,2,0,1,0.9,1,1
rosame,driverlog,400,0.1,0.2,2,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.2,3,0,1,0.9,0.81,1
sam_without,driverlog,400,0.1,0.2,3,0,1,0.9,1,1
rosame,driverlog,400,0.1,0.2,3,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.2,4,0,1,0.85,0.94,1
sam_without,driverlog,400,0.1,0.2,4,0,1,0.85,1,1
rosame,driverlog,400,0.1,0.2,4,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.4,0,0,1,0.85,0.86,1
sam_without,driverlog,400,0.1,0.4,0,0,1,0.85,1,1
rosame,driverlog,400,0.1,0.4,0,0,0.96,0.85,1,0.94
sam_with,driverlog,400,0.1,0.4,1,0,1,0.9,0.89,1
sam_without,driverlog,400,0.1,0.4,1,0,1,0.9,1,1
rosame,driverlog,400,0.1,0.4,1,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.4,2,0,1,0.86,0.75,1
sam_without,driverlog,400,0.1,0.4,2,0,1,0.86,0.89,1
rosame,driverlog,400,0.1,0.4,2,0,0.96,0.79,1,0.94
sam_with,driverlog,400,0.1,0.4,3,0,1,0.9,0.89,1
sam_without,driverlog,400,0.1,0.4,3,0,1,0.9,0.94,1
rosame,driverlog,400,0.1,0.4,3,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.4,4,0,1,0.85,0.89,1
sam_without,driverlog,400,0.1,0.4,4,0,1,0.85,1,1
rosame,driverlog,400,0.1,0.4,4,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.6,0,0,1,0.85,0.78,1
sam_without,driverlog,400,0.1,0.6,0,0,1,0.85,1,1
rosame,driverlog,400,0.1,0.6,0,0,0.9,0.9,1,0.92
sam_with,driverlog,400,0.1,0.6,1,0,1,0.88,0.81,1
sam_without,driverlog,400,0.1,0.6,1,0,1,0.88,1,1
rosame,driverlog,400,0.1,0.6,1,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.6,2,0,1,0.81,0.67,1
sam_without,driverlog,400,0.1,0.6,2,0,1,0.81,0.89,1
rosame,driverlog,400,0.1,0.6,2,0,0.94,0.78,0.94,0.86
sam_with,driverlog,400,0.1,0.6,3,0,1,0.88,0.89,1
sam_without,driverlog,400,0.1,0.6,3,0,1,0.88,0.89,1
rosame,driverlog,400,0.1,0.6,3,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.6,4,0,1,0.75,0.58,1
sam_without,driverlog,400,0.1,0.6,4,0,1,0.75,0.94,1
rosame,driverlog,400,0.1,0.6,4,0,1,0.79,1,1
sam_with,driverlog,400,0.1,0.8,0,0,1,0.81,0.72,1
sam_without,driverlog,400,0.1,0.8,0,0,1,0.81,0.89,1
rosame,driverlog,400,0.1,0.8,0,0,0.94,0.94,0.94,0.81
sam_with,driverlog,400,0.1,0.8,1,0,1,0.88,0.81,1
sam_without,driverlog,400,0.1,0.8,1,0,1,0.88,1,1
rosame,driverlog,400,0.1,0.8,1,0,1,0.94,1,0.75
sam_with,driverlog,400,0.1,0.8,2,0,1,0.81,0.67,1
sam_without,driverlog,400,0.1,0.8,2,0,1,0.81,0.89,1
rosame,driverlog,400,0.1,0.8,2,0,0.89,0.64,0.89,0.5
sam_with,driverlog,400,0.1,0.8,3,0,1,0.85,0.81,1
sam_without,driverlog,400,0.1,0.8,3,0,1,0.85,0.89,1
rosame,driverlog,400,0.1,0.8,3,0,0.96,0.94,1,0.81
sam_with,driverlog,400,0.1,0.8,4,0,1,0.75,0.67,1
sam_without,driverlog,400,0.1,0.8,4,0,1,0.75,0.94,1
rosame,driverlog,400,0.1,0.8,4,0,1,0.83,1,0.89
sam_with,driverlog,400,0.1,1,0,0,0.61,0.29,0.33,0.25
sam_without,driverlog,400,0.1,1,0,0,0.56,0.62,0.89,0.56
rosame,driverlog,400,0.1,1,0,0,0.5,0.11,0.5,0.11
sam_with,driverlog,400,0.1,1,1,0,0.42,0.69,0.33,0.64
sam_without,driverlog,400,0.1,1,1,0,0.57,0.61,0.94,0.89
rosame,driverlog,400,0.1,1,1,0,0.56,0.33,0.56,0.11
sam_with,driverlog,400,0.1,1,2,0,0.5,0.38,0.36,0.31
sam_without,driverlog,400,0.1,1,2,0,0.56,0.49,0.89,0.56
rosame,driverlog,400,0.1,1,2,0,0.47,0.25,0.47,0.11
sam_with,driverlog,400,0.1,1,3,0,0.75,0.5,0.42,0.47
sam_without,driverlog,400,0.1,1,3,0,0.69,0.64,0.89,0.78
rosame,driverlog,400,0.1,1,3,0,0.78,0.67,0.78,0.33
sam_with,driverlog,400,0.1,1,4,0,0.5,0.58,0.44,0.56
sam_without,driverlog,400,0.1,1,4,0,0.62,0.65,0.94,0.86
rosame,driverlog,400,0.1,1,4,0,0.67,0.58,0.67,0.36
sam_with,driverlog,400,0.2,0.2,0,0,1,0.9,1,1
sam_without,driverlog,400,0.2,0.2,0,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.2,0,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.2,1,0,1,0.9,1,1
sam_without,driverlog,400,0.2,0.2,1,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.2,1,0,1,0.85,1,1
sam_with,driverlog,400,0.2,0.2,2,0,1,0.9,1,1
sam_without,driverlog,400,0.2,0.2,2,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.2,2,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.2,3,0,1,0.9,1,1
sam_without,driverlog,400,0.2,0.2,3,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.2,3,0,1,0.79,0.92,1
sam_with,driverlog,400,0.2,0.2,4,0,1,0.9,1,1
sam_without,driverlog,400,0.2,0.2,4,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.2,4,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.4,0,0,1,0.9,0.89,1
sam_without,driverlog,400,0.2,0.4,0,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.4,0,0,0.9,0.83,1,0.89
sam_with,driverlog,400,0.2,0.4,1,0,1,0.9,0.94,1
sam_without,driverlog,400,0.2,0.4,1,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.4,1,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.4,2,0,1,0.9,0.89,1
sam_without,driverlog,400,0.2,0.4,2,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.4,2,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.4,3,0,1,0.9,0.81,1
sam_without,driverlog,400,0.2,0.4,3,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.4,3,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.4,4,0,1,0.85,0.94,1
sam_without,driverlog,400,0.2,0.4,4,0,1,0.85,1,1
rosame,driverlog,400,0.2,0.4,4,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.6,0,0,1,0.9,0.81,1
sam_without,driverlog,400,0.2,0.6,0,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.6,0,0,1,0.85,1,1
sam_with,driverlog,400,0.2,0.6,1,0,1,0.9,0.83,1
sam_without,driverlog,400,0.2,0.6,1,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.6,1,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.6,2,0,1,0.86,0.75,1
sam_without,driverlog,400,0.2,0.6,2,0,1,0.86,0.89,1
rosame,driverlog,400,0.2,0.6,2,0,0.96,0.78,1,0.86
sam_with,driverlog,400,0.2,0.6,3,0,1,0.9,0.83,1
sam_without,driverlog,400,0.2,0.6,3,0,1,0.9,1,1
rosame,driverlog,400,0.2,0.6,3,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.6,4,0,1,0.85,0.83,1
sam_without,driverlog,400,0.2,0.6,4,0,1,0.85,1,1
rosame,driverlog,400,0.2,0.6,4,0,1,0.79,1,1
sam_with,driverlog,400,0.2,0.8,0,0,1,0.85,0.86,1
